Model,Accuracy,Macro Precision,Macro Recall,Macro F1,Best Validation Accuracy,Epochs,Training Time Seconds
ResNet18,0.9814814814814815,0.9817125152231535,0.9814814814814815,0.9814787674826757,0.9888888888888889,10,2059.637449026108
